Title,Date,Category,Summary,Image URL
Zelensky says Russian forces started fire at Russian-controlled nuclear plant in southern Ukraine,2024-08-12,world,"Ukrainian President Volodymyr Zelensky accused Russian forces of starting a fire at the Zaporizhzhia Nuclear Power Plant, claiming it was an attempt to blackmail Ukraine and the world. While radiation levels remain normal, Zelensky called for the IAEA to investigate Russia's actions. Russian officials, in turn, blamed Ukraine for the fire, alleging a drone attack on the plant. The IAEA confirmed smoke from the plant but reported no impact on nuclear safety. This incident comes amidst Ukraine's surprise cross-border incursion into Russia's Kursk region, marking a significant development in the ongoing conflict. 
","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1918187697.jpg?c=16x9&q=w_800,c_fill"
Hear why retired colonel says this Ukraine incursion is ‘taking its toll on Putin’,2024-08-12,world,"Retired Colonel Cedric Leighton, a military analyst, appeared on CNN with Brianna Keilar to discuss the successful Ukrainian counteroffensive, which has resulted in the recapture of numerous Russian villages and substantial territory just a week after Kyiv's surprise cross-border incursion. 
","https://media.cnn.com/api/v1/images/stellar/prod/colonel-20240812185236764.jpg?c=16x9&q=w_800,c_fill"
"This student was handing out bottles of water to protesters. Minutes later, he was dead",2024-08-12,asia,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/still-20854471-93-still.jpg?c=16x9&q=w_800,c_fill"
"This student was handing out bottles of water to protesters. Minutes later, he was dead",2024-08-12,asia,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/still-20854471-93-still.jpg?c=16x9&q=w_800,c_fill"
Hear from the families of protesters killed in Bangladesh,2024-08-12,world,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/father-holding-photo.jpg?c=16x9&q=w_800,c_fill"
Security guard disarms attacker after girl and woman stabbed in central London,2024-08-12,uk,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/01j539pmy50206yt71a2krsvbz.jpg?c=16x9&q=w_800,c_fill"
Dana Bash asks JD Vance about Kamala Harris’ racial identity,2024-08-12,politics,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/vance-race-2.jpg?c=16x9&q=w_800,c_fill"
Israel and US brace for Iranian attack as diplomats push hard for Gaza ceasefire,2024-08-12,middleeast,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/2024-08-10t123851z-509123576-rc2uc9afkaay-rtrmadp-3-israel-palestinians-2.jpg?c=16x9&q=w_800,c_fill"
Hezbollah fires rockets into Israel as threat of Iran attack looms,2024-08-12,middleeast,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2165676311-copy.jpg?c=16x9&q=w_800,c_fill"
Trump falsely claims Harris campaign photo was created with AI,2024-08-12,politics,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/social-20240811195707942.jpg?c=16x9&q=w_800,c_fill"
Gautam Adani’s empire hit by fresh allegations against India’s market regulator,2024-08-12,business,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2165426103.jpg?c=16x9&q=w_800,c_fill"
"Helicopter crashes onto roof of Australian hotel, killing pilot",2024-08-12,australia,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/untitled-1-20240812022336856.jpg?c=16x9&q=w_800,c_fill"
Philippines condemns China’s ‘illegal and reckless’ actions for dropping flares in the skies above South China Sea,2024-08-12,asia,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2006761122.jpg?c=16x9&q=w_800,c_fill"
New evidence suggests there may be a reservoir of water deep beneath the surface of Mars,2024-08-12,science,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/pia23043-orig.jpg?c=16x9&q=w_800,c_fill"
New evidence suggests there may be a reservoir of water deep beneath the surface of Mars,2024-08-12,science,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/pia23043-orig.jpg?c=16x9&q=w_800,c_fill"
Evacuations ordered near Athens as Greek authorities try to contain wildfires,2024-08-12,europe,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2165914632-2.jpg?c=16x9&q=w_800,c_fill"
Trump Media’s massive bet could fix its biggest problem: It brings in almost no money,2024-08-12,business,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2097710897-20240812145542111.jpg?c=16x9&q=w_800,c_fill"
"Global cancer deaths among men projected to increase by 93% by 2050, study finds",2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1472755389.jpg?c=16x9&q=w_800,c_fill"
Surveillance video captures massive cargo ship explosion,2024-08-12,world,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/renamethishorizontal-00-00-05-00-still001.jpg?c=16x9&q=w_800,c_fill"
"Semenya reacts to controversy about Olympians’ gender, echoing her own",2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/videothumbnails/97727807-23195668-generated-thumbnail.jpg?c=16x9&q=w_800,c_fill"
Australian breaker Raygun praised for her ‘courage’ and ‘character’ after viral performances at the Paris Olympics,2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2165538742.jpg?c=16x9&q=w_800,c_fill"
Australian breaker Raygun praised for her ‘courage’ and ‘character’ after viral performances at the Paris Olympics,2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2165538742.jpg?c=16x9&q=w_800,c_fill"
Tom Cruise performs crazy stunt jump from stadium roof during Olympics closing ceremony,2024-08-12,entertainment,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/ap24224781221151.jpg?c=16x9&q=w_800,c_fill"
Tom Cruise performs crazy stunt jump from stadium roof during Olympics closing ceremony,2024-08-12,entertainment,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/ap24224781221151.jpg?c=16x9&q=w_800,c_fill"
Pompeii archaeologists find bodies of man and woman – and their treasure,2024-08-12,science,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/regio-ix-scheletri-1.jpg?c=16x9&q=w_800,c_fill"
Pompeii archaeologists find bodies of man and woman – and their treasure,2024-08-12,science,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/regio-ix-scheletri-1.jpg?c=16x9&q=w_800,c_fill"
A rare look inside missile alert facilities,2024-08-12,us,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/nuclear-missle-20240809215925383.jpg?c=16x9&q=w_800,c_fill"
A rare look inside missile alert facilities,2024-08-12,us,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/nuclear-missle-20240809215925383.jpg?c=16x9&q=w_800,c_fill"
"Defense secretary orders submarine to Middle East, accelerates arrival of strike group ahead of anticipated Iran attack",2024-08-12,politics,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/2020-12-31t055243z-180101204-rc25yk9q1zqw-rtrmadp-3-gulf-security-bahrain.jpg?c=16x9&q=w_800,c_fill"
"Defense secretary orders submarine to Middle East, accelerates arrival of strike group ahead of anticipated Iran attack",2024-08-12,politics,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/2020-12-31t055243z-180101204-rc25yk9q1zqw-rtrmadp-3-gulf-security-bahrain.jpg?c=16x9&q=w_800,c_fill"
The era of freeloading is officially over,2024-08-12,business,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1304108123.jpg?c=16x9&q=w_800,c_fill"
The era of freeloading is officially over,2024-08-12,business,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1304108123.jpg?c=16x9&q=w_800,c_fill"
US will resume offensive weapons sales to Saudi Arabia,2024-08-12,politics,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/c-ap22195491929586.jpg?c=16x9&q=w_800,c_fill"
US will resume offensive weapons sales to Saudi Arabia,2024-08-12,politics,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/c-ap22195491929586.jpg?c=16x9&q=w_800,c_fill"
US decides not to restrict military aid to Israeli unit accused of human rights violations,2024-08-12,politics,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/c-gettyimages-2165210396.jpg?c=16x9&q=w_800,c_fill"
US decides not to restrict military aid to Israeli unit accused of human rights violations,2024-08-12,politics,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/c-gettyimages-2165210396.jpg?c=16x9&q=w_800,c_fill"
Here’s how you should really use a shot glass this summer,2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/cheers-1.jpg?c=16x9&q=w_800,c_fill"
Here’s how you should really use a shot glass this summer,2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/cheers-1.jpg?c=16x9&q=w_800,c_fill"
"At the end of the day, don’t we all want to be happy? Here are 5 ways to get there",2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1430813247.jpg?c=16x9&q=w_800,c_fill"
"At the end of the day, don’t we all want to be happy? Here are 5 ways to get there",2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1430813247.jpg?c=16x9&q=w_800,c_fill"
Protecting women from deceitful men or criminalizing break-ups? A new law in India stirs debate,2024-08-12,india,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1228288853.jpg?c=16x9&q=w_800,c_fill"
Protecting women from deceitful men or criminalizing break-ups? A new law in India stirs debate,2024-08-12,india,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1228288853.jpg?c=16x9&q=w_800,c_fill"
China celebrates historic Olympic gold medal tie with US after neck and neck battle,2024-08-12,china,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2164076723.jpg?c=16x9&q=w_800,c_fill"
China celebrates historic Olympic gold medal tie with US after neck and neck battle,2024-08-12,china,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2164076723.jpg?c=16x9&q=w_800,c_fill"
CNN goes inside ancient Roman aqueduct under Trevi Fountain,2024-08-12,travel,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/20240812-trevi-exlargetease.jpg?c=16x9&q=w_800,c_fill"
CNN goes inside ancient Roman aqueduct under Trevi Fountain,2024-08-12,travel,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/20240812-trevi-exlargetease.jpg?c=16x9&q=w_800,c_fill"
New study finds invasive Jorō spiders ‘keep cool under pressure’,2024-08-12,science,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/ap24157674712012.jpg?c=16x9&q=w_800,c_fill"
New study finds invasive Jorō spiders ‘keep cool under pressure’,2024-08-12,science,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/ap24157674712012.jpg?c=16x9&q=w_800,c_fill"
Miley Cyrus becomes youngest Disney Legend: ‘Proud to have been Hannah Montana’,2024-08-12,entertainment,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/20240811-tpa-3850.jpg?c=16x9&q=w_800,c_fill"
Miley Cyrus becomes youngest Disney Legend: ‘Proud to have been Hannah Montana’,2024-08-12,entertainment,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/20240811-tpa-3850.jpg?c=16x9&q=w_800,c_fill"
New study links early childhood tablet use to anger outbursts,2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/230831232647-02-kids-social-media-stock.jpg?c=16x9&q=w_800,c_fill"
New study links early childhood tablet use to anger outbursts,2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/230831232647-02-kids-social-media-stock.jpg?c=16x9&q=w_800,c_fill"
"As the Olympic flame heads for Los Angeles, what can we expect from the 2028 Games?",2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/ap24224787620446.jpg?c=16x9&q=w_800,c_fill"
"As the Olympic flame heads for Los Angeles, what can we expect from the 2028 Games?",2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/ap24224787620446.jpg?c=16x9&q=w_800,c_fill"
Boeing’s Starliner astronauts may be in space another 6 months. Here’s what they’ll do,2024-08-12,science,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/ap24177695343351-1-20240808185607517.jpg?c=16x9&q=w_800,c_fill"
Boeing’s Starliner astronauts may be in space another 6 months. Here’s what they’ll do,2024-08-12,science,"Astronauts Suni Williams and Butch Wilmore, who launched on a test flight of Boeing's Starliner spacecraft, may be forced to stay on the International Space Station for an extended period, potentially until early 2025, due to ongoing safety concerns about Starliner. NASA is considering flying the capsule back empty and bringing Williams and Wilmore home on a SpaceX Crew Dragon mission, potentially delaying the Crew-9 mission. If Starliner is deemed unsafe, Williams and Wilmore will become full-time members of the Expedition 72 crew, participating in spacewalks, maintenance, and science experiments. While their stay has been extended, NASA is prioritizing their return due to limited resources on the space station, with a decision about their future expected by mid-August. 
","https://media.cnn.com/api/v1/images/stellar/prod/ap24177695343351-1-20240808185607517.jpg?c=16x9&q=w_800,c_fill"
New excavations reveal missing pieces of intriguing artifact at Sutton Hoo,2024-08-12,science,"Archaeologists at Sutton Hoo, the site of a famous Anglo-Saxon ship burial in England, have unearthed additional fragments of a Byzantine bucket, adding to previous discoveries of the artifact.  The bucket, depicting a North African hunting scene and featuring a Greek inscription, dates back to the sixth century.  The new research offers insights into the bucket's history, its potential purpose, and the lives of the Anglo-Saxons who may have used it.  Analysis of the soil surrounding the newly discovered fragments could reveal when the bucket was buried and how it was used, while the project as a whole aims to provide a deeper understanding of the prehistoric and early medieval history of the site. 
","https://media.cnn.com/api/v1/images/stellar/prod/the-bromeswell-bucket-on-display-in-the-high-hall-is-constructed-out-of-copper-alloy-and-depicts-a-north-african-hunting-scene-featuring-lions-and-a-hunting-dog-credit-david-brunetti-national-trust-images.jpg?c=16x9&q=w_800,c_fill"
How did ancient Egyptians stack those heavy stones of the oldest pyramid? Scientists float new theory,2024-08-12,science,"A new study suggests that the ancient Egyptians may have used a hydraulic lift device to build the Step Pyramid, the oldest pyramid in Egypt. This theory proposes that water from ancient streams was channeled into a system of trenches and tunnels surrounding the pyramid, creating a water-powered elevator within the pyramid's vertical shaft. While some Egyptologists remain skeptical, the study's authors point to evidence of past wetter conditions in the Sahara and suggest that flash floods could have provided enough water to power the lift. This theory challenges the widely accepted belief that ramps and haulage devices were solely responsible for the construction of the pyramids, and further research is needed to determine if this method was also used for other pyramids. 
","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-640240433.jpg?c=16x9&q=w_800,c_fill"
"Ancient pot of gold unearthed in Turkey hints at ‘gravest misfortune,’ researchers say",2024-08-12,science,"An ongoing excavation at an ancient Greek city in western Turkey has uncovered a treasure trove of artifacts, including a pot filled with gold coins dating back to the fifth century BC.  The coins, known as Persian darics, were buried beneath the floor of an ancient courtyard house, likely intentionally hidden for over 2,000 years. The discovery is considered rare as archaeological excavations rarely uncover such valuable hoards. Researchers believe the coins may have been the savings of a wealthy citizen or perhaps a mercenary soldier during a time of conflict between the Greek and Persian empires.  The find provides valuable insights into the city's history and the economic practices of the era, offering clues about the use of gold and silver coinage. 
","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1404354413.jpg?c=16x9&q=w_800,c_fill"
Where did the ‘hobbit’ humans come from? New fossils shed light,2024-08-12,science,"A new analysis of Homo floresiensis fossils found on the Indonesian island of Flores suggests that the ""hobbits"" were a dwarfed version of the extinct species Homo erectus, likely shrinking in size after becoming isolated on the island hundreds of thousands of years ago. This conclusion is supported by the discovery of a humerus bone belonging to a 3-foot-tall adult who lived 700,000 years ago, making it the smallest human limb bone ever found. These findings provide more insight into the evolution and adaptation of this unique species. 
","https://media.cnn.com/api/v1/images/stellar/prod/flores8-img-7794.jpg?c=16x9&q=w_800,c_fill"
"‘Cruisezilla’ passenger ships have doubled in size since 2000, environmental group warns",2024-08-12,travel,"A new report from the European clean energy lobby group Transport and Environment warns that the rapid growth of the cruise industry, with ships doubling in size over the past two decades, could lead to even larger vessels in the future.  The report predicts that the biggest cruise ships in 2050 could be nearly eight times larger than the Titanic, raising concerns about the environmental impact of the industry's expanding footprint. While the cruise industry trade association, CLIA, disputes the report's claims, arguing that emissions have decreased and that the industry is committed to net-zero carbon emissions by 2050, T&E highlights the increasing CO2 emissions from cruise ships and calls for a possible tax on cruise tickets to address the industry's environmental impact. 
","https://media.cnn.com/api/v1/images/stellar/prod/2024-02-06t232501z-2086682394-rc2vw5agmvb2-rtrmadp-3-royal-caribbean-icon-of-the-seas-mexico.jpg?c=16x9&q=w_800,c_fill"
"‘Cruisezilla’ passenger ships have doubled in size since 2000, environmental group warns",2024-08-12,travel,"A new report by Transport and Environment (T&E) warns that the rapid growth of the cruise industry could lead to increasingly massive ships, with the potential for the largest vessels in 2050 to be eight times larger than the Titanic. The report highlights the environmental impact of the industry, citing a 20% increase in CO2 emissions from cruise ships in Europe since 2019.  Despite the cruise industry's claims of improved efficiency and a commitment to reaching net-zero carbon emissions by 2050, T&E argues that a tax on cruise tickets could help mitigate the environmental impact and generate revenue. 
","https://media.cnn.com/api/v1/images/stellar/prod/2024-02-06t232501z-2086682394-rc2vw5agmvb2-rtrmadp-3-royal-caribbean-icon-of-the-seas-mexico.jpg?c=16x9&q=w_800,c_fill"
"Tourist is caught carving initials into 2,000-year-old home at Pompeii",2024-08-12,travel,"A British tourist has been caught vandalizing the ancient city of Pompeii by carving his initials and the date into the wall of the House of the Vestal Virgins. The man, who has not been named, has been charged with ""damage to artistic heritage"" and could face a fine of up to 60,000 euros and a possible jail term of five years. This is not the first instance of vandalism at Pompeii, as tourists have often carved their initials and stolen items from the site. This incident highlights a trend of bad tourist behavior in Italy, particularly at sites that are rich in art and archaeology. 
","https://media.cnn.com/api/v1/images/stellar/prod/jam-press-jmp530037.jpg?c=16x9&q=w_800,c_fill"
Elon Musk’s X just sued a nonprofit advertising group out of existence,2024-08-12,tech,"The Global Alliance for Responsible Media (GARM), an ad-industry group that works to prevent brands from appearing alongside harmful content, has shut down following a lawsuit filed by Elon Musk-owned X (formerly Twitter).  The suit alleges that GARM conspired to boycott advertising on X due to concerns about brand safety following Musk's acquisition. While this marks a temporary victory for Musk, the lawsuit could further deter advertisers from X, potentially harming its advertising business. This follows a pattern of Musk's feuds with advertisers and his attempts to silence groups critical of his platform's content moderation practices.
","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2158244120.jpg?c=16x9&q=w_800,c_fill"
